mean_train_accuracy,mean_train_precision,mean_train_recall,mean_train_auc,mean_test_accuracy,mean_test_precision,mean_test_recall,mean_test_auc,std_train_accuracy,std_train_precision,std_train_recall,std_train_auc,std_test_accuracy,std_test_precision,std_test_recall,std_test_auc,CV folds,random seed,test size,classifier name,dim reducer,dim reduced to,classifier params,raw,stats features,bands features,channels
1.0,1.0,1.0,1.0,0.4375,0.4791666666666666,0.5,0.59375,0.0,0.0,0.0,4.965068306494546e-17,0.2072890493972125,0.3274215342812857,0.25,0.3465792658252943,5.0,24.0,0.2,Stacking,None,-1,None,Yes,no,no,Fz
1.0,1.0,1.0,1.0,0.5625,0.5625,0.5,0.625,0.0,0.0,0.0,4.965068306494546e-17,0.2420614591379636,0.3903123748998999,0.3535533905932738,0.414578098794425,5.0,24.0,0.2,Stacking,None,-1,None,Yes,no,no,Fz
0.8738095238095237,0.92,0.880952380952381,0.9529478458049888,0.375,0.25,0.25,0.1875,0.113088972257504,0.16,0.10858813572372744,0.061880253967719484,0.21650635094610965,0.25,0.25,0.2072890493972125,5.0,24.0,0.2,LinearSVC,None,-1,None,Yes,yes,yes,all
0.9857142857142858,0.975,1.0,0.9714285714285716,0.1875,0.2083333333333333,0.25,0.125,0.028571428571428564,0.05,0.0,0.05714285714285713,0.2072890493972125,0.21650635094610968,0.25,0.125,5.0,24.0,0.2,LinearSVC,PCA,100,None,Yes,yes,yes,all
1.0,1.0,1.0,1.0,0.25,0.14583333333333331,0.25,0.125,0.0,0.0,0.0,0.0,0.21650635094610965,0.1943203969393503,0.3535533905932738,0.21650635094610965,5.0,24.0,0.2,SVC,None,-1,None,Yes,yes,yes,all
1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,0.2,SVC,PCA,100,None,Yes,yes,yes,all
1.0,1.0,1.0,1.0,0.4375,0.25,0.25,0.3125,0.0,0.0,0.0,0.0,0.16535945694153692,0.25,0.25,0.2072890493972125,5.0,24.0,0.2,RandomForestClassifier,None,-1,None,Yes,yes,yes,all
1.0,1.0,1.0,1.0,0.25,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.30618621784789724,0.4330127018922193,0.21650635094610965,0.25,5.0,24.0,0.2,RandomForestClassifier,PCA,100,None,Yes,yes,yes,all
1.0,1.0,1.0,1.0,0.4375,0.3125,0.5,0.5625,0.0,0.0,0.0,0.0,0.2072890493972125,0.26922599965250177,0.4330127018922193,0.3247595264191645,5.0,24.0,0.2,AdaBoostClassifier,None,-1,None,Yes,yes,yes,all
1.0,1.0,1.0,1.0,0.3125,0.3333333333333333,0.375,0.21875,0.0,0.0,0.0,0.0,0.2072890493972125,0.2041241452319315,0.21650635094610965,0.13621559198564606,5.0,24.0,0.2,AdaBoostClassifier,PCA,100,None,Yes,yes,yes,all
1.0,1.0,1.0,1.0,0.5625,0.4166666666666666,0.5,0.5,0.0,0.0,0.0,0.0,0.2724311839712921,0.3535533905932737,0.4330127018922193,0.25,5.0,24.0,0.2,ExtraTreesClassifier,None,-1,None,Yes,yes,yes,all
1.0,1.0,1.0,1.0,0.3125,0.25,0.25,0.1875,0.0,0.0,0.0,0.0,0.2420614591379636,0.25,0.25,0.2072890493972125,5.0,24.0,0.2,ExtraTreesClassifier,PCA,100,None,Yes,yes,yes,all
1.0,1.0,1.0,1.0,0.4375,0.375,0.5,0.34375,0.0,0.0,0.0,0.0,0.2420614591379636,0.2465033242958173,0.3535533905932738,0.2706329386826371,5.0,24.0,0.2,GradientBoostingClassifier,None,-1,None,Yes,yes,yes,all
1.0,1.0,1.0,1.0,0.4375,0.29166666666666663,0.375,0.21875,0.0,0.0,0.0,4.965068306494546e-17,0.2724311839712921,0.2975595178559521,0.414578098794425,0.22316963839196408,5.0,24.0,0.2,GradientBoostingClassifier,PCA,100,None,Yes,yes,yes,all
1.0,1.0,1.0,1.0,0.4375,0.375,0.5,0.375,0.0,0.0,0.0,0.0,0.2420614591379636,0.2465033242958173,0.3535533905932738,0.2795084971874737,5.0,24.0,0.2,XGBClassifier,None,-1,None,Yes,yes,yes,all
0.9690476190476188,0.9714285714285716,0.9714285714285712,0.9959183673469388,0.3125,0.25,0.25,0.28125,0.0380952380952381,0.05714285714285716,0.05714285714285716,0.008163265306122413,0.2072890493972125,0.25,0.25,0.22316963839196408,5.0,24.0,0.2,XGBClassifier,PCA,100,None,Yes,yes,yes,all
0.6285714285714286,0.6211111111111112,0.6952380952380952,0.6374716553287982,0.5,0.375,0.5,0.5,0.08363889557262046,0.10099199332644834,0.1486141574697832,0.09110666953819382,0.2795084971874737,0.35108957388234824,0.4330127018922193,0.2795084971874737,5.0,24.0,0.2,KNeighborsClassifier,None,-1,None,Yes,yes,yes,all
0.6285714285714286,0.6211111111111112,0.6952380952380952,0.6374716553287982,0.5,0.375,0.5,0.5,0.08363889557262046,0.10099199332644834,0.1486141574697832,0.09110666953819382,0.2795084971874737,0.35108957388234824,0.4330127018922193,0.2795084971874737,5.0,24.0,0.2,KNeighborsClassifier,PCA,100,None,Yes,yes,yes,all
0.9690476190476188,1.0,0.938095238095238,0.9690476190476192,0.4375,0.16666666666666666,0.25,0.375,0.0380952380952381,0.0,0.0761904761904762,0.03809523809523807,0.2420614591379636,0.2886751345948129,0.4330127018922193,0.30618621784789724,5.0,24.0,0.2,GaussianNB,None,-1,None,Yes,yes,yes,all
1.0,1.0,1.0,1.0,0.3125,0.3333333333333333,0.5,0.375,0.0,0.0,0.0,0.0,0.2724311839712921,0.23570226039551584,0.3535533905932738,0.414578098794425,5.0,24.0,0.2,GaussianNB,PCA,100,None,Yes,yes,yes,all
1.0,1.0,1.0,1.0,0.4375,0.375,0.5,0.34375,0.0,0.0,0.0,0.0,0.2420614591379636,0.2465033242958173,0.3535533905932738,0.2049199538844375,5.0,24.0,0.2,Stacking,None,-1,None,Yes,yes,yes,all
1.0,1.0,1.0,1.0,0.375,0.375,0.5,0.25,0.0,0.0,0.0,0.0,0.2795084971874737,0.2465033242958173,0.3535533905932738,0.25,5.0,24.0,0.2,Stacking,None,-1,None,Yes,yes,yes,all
0.8928571428571429,0.8603174603174603,0.9714285714285712,0.9918367346938776,0.6875,0.6875,0.75,0.625,0.095831484749991,0.12910920258833494,0.05714285714285716,0.016326530612244868,0.2420614591379636,0.2420614591379636,0.25,0.33071891388307384,5.0,24.0,0.2,LinearSVC,None,-1,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.5625,0.4791666666666666,0.5,0.6875,0.0,0.0,0.0,0.0,0.2072890493972125,0.4034357652299392,0.4330127018922193,0.3247595264191645,5.0,24.0,0.2,LinearSVC,PCA,100,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.4375,0.3125,0.25,0.375,0.0,0.0,0.0,0.0,0.2724311839712921,0.4284784125250653,0.3535533905932738,0.33071891388307384,5.0,24.0,0.2,SVC,None,-1,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,0.2,SVC,PCA,100,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.375,0.29166666666666663,0.375,0.5,0.0,0.0,0.0,0.0,0.25,0.3090082702956526,0.33071891388307384,0.3535533905932738,5.0,24.0,0.2,RandomForestClassifier,None,-1,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.5625,0.4791666666666666,0.5,0.5625,0.0,0.0,0.0,0.0,0.2420614591379636,0.4034357652299392,0.4330127018922193,0.2724311839712921,5.0,24.0,0.2,RandomForestClassifier,PCA,100,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.5,0.4583333333333333,0.5,0.5625,0.0,0.0,0.0,0.0,0.30618621784789724,0.36084391824351614,0.3535533905932738,0.2724311839712921,5.0,24.0,0.2,AdaBoostClassifier,None,-1,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.5,0.5625,0.625,0.625,0.0,0.0,0.0,0.0,0.21650635094610965,0.2997394702070449,0.33071891388307384,0.33071891388307384,5.0,24.0,0.2,AdaBoostClassifier,PCA,100,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.375,0.35416666666666663,0.5,0.3125,0.0,0.0,0.0,0.0,0.125,0.15450413514782632,0.25,0.40983990776887497,5.0,24.0,0.2,ExtraTreesClassifier,None,-1,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.5625,0.7083333333333333,0.5,0.625,0.0,0.0,0.0,0.0,0.3247595264191645,0.3886407938787006,0.25,0.2795084971874737,5.0,24.0,0.2,ExtraTreesClassifier,PCA,100,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.5625,0.5,0.625,0.65625,0.0,0.0,0.0,0.0,0.2724311839712921,0.3535533905932738,0.414578098794425,0.2049199538844375,5.0,24.0,0.2,GradientBoostingClassifier,None,-1,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.5,0.5625,0.625,0.34375,0.0,0.0,0.0,0.0,0.21650635094610965,0.2997394702070449,0.33071891388307384,0.40864677595693816,5.0,24.0,0.2,GradientBoostingClassifier,PCA,100,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.5,0.375,0.375,0.625,0.0,0.0,0.0,0.0,0.21650635094610965,0.33071891388307384,0.33071891388307384,0.21650635094610965,5.0,24.0,0.2,XGBClassifier,None,-1,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.375,0.3333333333333333,0.625,0.625,0.0,0.0,0.0,0.0,0.125,0.2041241452319315,0.414578098794425,0.21650635094610965,5.0,24.0,0.2,XGBClassifier,PCA,100,None,Yes,yes,yes,Cz
0.7023809523809524,0.7190476190476189,0.6523809523809524,0.7679705215419502,0.5,0.375,0.375,0.65625,0.08109231602822096,0.030676425539821736,0.22517315081022649,0.05081642265702787,0.21650635094610965,0.414578098794425,0.414578098794425,0.3232525135246438,5.0,24.0,0.2,KNeighborsClassifier,None,-1,None,Yes,yes,yes,Cz
0.7023809523809524,0.7190476190476189,0.6523809523809524,0.7679705215419502,0.5,0.375,0.375,0.65625,0.08109231602822096,0.030676425539821736,0.22517315081022649,0.05081642265702787,0.21650635094610965,0.414578098794425,0.414578098794425,0.3232525135246438,5.0,24.0,0.2,KNeighborsClassifier,PCA,100,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.375,0.22916666666666666,0.375,0.46875,0.0,0.0,0.0,0.0,0.125,0.1851707170274081,0.33071891388307384,0.2557922741210141,5.0,24.0,0.2,GaussianNB,None,-1,None,Yes,yes,yes,Cz
0.9833333333333332,0.9714285714285716,1.0,1.0,0.5,0.5,0.625,0.5,0.03333333333333335,0.05714285714285716,0.0,0.0,0.30618621784789724,0.2763853991962833,0.33071891388307384,0.4330127018922193,5.0,24.0,0.2,GaussianNB,PCA,100,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.4375,0.3958333333333333,0.625,0.40625,0.0,0.0,0.0,7.021666937153402e-17,0.2420614591379636,0.2997394702070449,0.414578098794425,0.3465792658252943,5.0,24.0,0.2,Stacking,None,-1,None,Yes,yes,yes,Cz
1.0,1.0,1.0,1.0,0.4375,0.4375,0.625,0.5,0.0,0.0,0.0,0.0,0.16535945694153692,0.16535945694153692,0.33071891388307384,0.2651650429449553,5.0,24.0,0.2,Stacking,None,-1,None,Yes,yes,yes,Cz
0.8595238095238095,0.8114285714285714,0.9714285714285716,0.9792517006802722,0.5,0.4166666666666666,0.625,0.5,0.05450249115361712,0.107342670823824,0.05714285714285716,0.020601253340106814,0.21650635094610965,0.25,0.414578098794425,0.30618621784789724,5.0,24.0,0.2,LinearSVC,None,-1,None,Yes,yes,yes,FCz
0.9571428571428572,0.9464285714285716,0.9714285714285716,0.9510204081632652,0.5,0.4375,0.5,0.6875,0.05714285714285716,0.0658538889806635,0.05714285714285716,0.059987503904894136,0.0,0.16535945694153692,0.25,0.2072890493972125,5.0,24.0,0.2,LinearSVC,PCA,100,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.5,0.5,0.75,0.5,0.0,0.0,0.0,4.965068306494546e-17,0.0,0.0,0.25,0.25,5.0,24.0,0.2,SVC,None,-1,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,0.2,SVC,PCA,100,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.5625,0.4791666666666666,0.625,0.625,0.0,0.0,0.0,0.0,0.10825317547305482,0.1943203969393503,0.33071891388307384,0.21650635094610965,5.0,24.0,0.2,RandomForestClassifier,None,-1,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.5625,0.4791666666666666,0.625,0.46875,0.0,0.0,0.0,0.0,0.10825317547305482,0.1943203969393503,0.33071891388307384,0.31093357409581873,5.0,24.0,0.2,RandomForestClassifier,PCA,100,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.625,0.6041666666666666,0.75,0.6875,0.0,0.0,0.0,0.0,0.1767766952966369,0.16535945694153692,0.25,0.2072890493972125,5.0,24.0,0.2,AdaBoostClassifier,None,-1,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.5,0.4166666666666666,0.5,0.6875,0.0,0.0,0.0,0.0,0.21650635094610965,0.25,0.3535533905932738,0.3125,5.0,24.0,0.2,AdaBoostClassifier,PCA,100,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.375,0.35416666666666663,0.625,0.5,0.0,0.0,0.0,0.0,0.125,0.15450413514782632,0.33071891388307384,0.3535533905932738,5.0,24.0,0.2,ExtraTreesClassifier,None,-1,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.5625,0.4791666666666666,0.625,0.375,0.0,0.0,0.0,0.0,0.10825317547305482,0.1943203969393503,0.33071891388307384,0.21650635094610965,5.0,24.0,0.2,ExtraTreesClassifier,PCA,100,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.6875,0.6666666666666666,0.75,0.65625,0.0,0.0,0.0,0.0,0.2072890493972125,0.2041241452319315,0.25,0.2049199538844375,5.0,24.0,0.2,GradientBoostingClassifier,None,-1,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.5625,0.5,0.5,0.625,0.0,0.0,0.0,4.965068306494546e-17,0.2997394702070449,0.3535533905932738,0.3535533905932738,0.2931509849889644,5.0,24.0,0.2,GradientBoostingClassifier,PCA,100,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.5625,0.5,0.625,0.6875,0.0,0.0,0.0,0.0,0.2420614591379636,0.2763853991962833,0.33071891388307384,0.2072890493972125,5.0,24.0,0.2,XGBClassifier,None,-1,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.625,0.5416666666666666,0.625,0.75,0.0,0.0,0.0,0.0,0.1767766952966369,0.2602082499332666,0.33071891388307384,0.1767766952966369,5.0,24.0,0.2,XGBClassifier,PCA,100,None,Yes,yes,yes,FCz
0.6952380952380952,0.7880952380952381,0.5761904761904761,0.6764739229024943,0.375,0.125,0.25,0.5,0.10978230365141428,0.12697420596165127,0.2802655041821364,0.06584647093572091,0.1767766952966369,0.21650635094610965,0.4330127018922193,0.33071891388307384,5.0,24.0,0.2,KNeighborsClassifier,None,-1,None,Yes,yes,yes,FCz
0.6952380952380952,0.7880952380952381,0.5761904761904761,0.6764739229024943,0.375,0.125,0.25,0.5,0.10978230365141428,0.12697420596165127,0.2802655041821364,0.06584647093572091,0.1767766952966369,0.21650635094610965,0.4330127018922193,0.33071891388307384,5.0,24.0,0.2,KNeighborsClassifier,PCA,100,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.375,0.2708333333333333,0.5,0.4375,0.0,0.0,0.0,0.0,0.125,0.21949278651776535,0.4330127018922193,0.2420614591379636,5.0,24.0,0.2,GaussianNB,None,-1,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.625,0.6041666666666666,0.625,0.5625,0.0,0.0,0.0,0.0,0.125,0.2997394702070449,0.33071891388307384,0.36975498644372606,5.0,24.0,0.2,GaussianNB,PCA,100,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.5,0.5208333333333333,0.875,0.59375,0.0,0.0,0.0,4.965068306494546e-17,0.21650635094610965,0.19432039693935035,0.21650635094610965,0.2706329386826371,5.0,24.0,0.2,Stacking,None,-1,None,Yes,yes,yes,FCz
1.0,1.0,1.0,1.0,0.5625,0.4791666666666666,0.625,0.59375,0.0,0.0,0.0,4.965068306494546e-17,0.10825317547305482,0.1943203969393503,0.33071891388307384,0.24003580462089397,5.0,24.0,0.2,Stacking,None,-1,None,Yes,yes,yes,FCz
0.9666666666666666,1.0,0.9333333333333332,1.0,0.8125,0.9375,0.75,1.0,0.04082482904638632,0.0,0.08164965809277258,0.0,0.16535945694153692,0.16535945694153692,0.25,0.0,5.0,24.0,0.2,LinearSVC,None,-1,None,Yes,yes,yes,Fz
0.9833333333333332,1.0,0.9666666666666668,1.0,0.625,0.5833333333333333,0.5,0.5625,0.03333333333333335,0.0,0.06666666666666668,0.0,0.2795084971874737,0.4330127018922193,0.3535533905932738,0.44633927678392815,5.0,24.0,0.2,LinearSVC,PCA,100,None,Yes,yes,yes,Fz
1.0,1.0,1.0,1.0,0.5625,0.29166666666666663,0.5,0.75,0.0,0.0,0.0,0.0,0.10825317547305482,0.2975595178559521,0.5,0.30618621784789724,5.0,24.0,0.2,SVC,None,-1,None,Yes,yes,yes,Fz
1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,0.2,SVC,PCA,100,None,Yes,yes,yes,Fz
1.0,1.0,1.0,1.0,0.4375,0.3125,0.625,0.625,0.0,0.0,0.0,0.0,0.16535945694153692,0.2420614591379636,0.4841229182759271,0.33071891388307384,5.0,24.0,0.2,RandomForestClassifier,None,-1,None,Yes,yes,yes,Fz
1.0,1.0,1.0,1.0,0.4375,0.4166666666666666,0.5,0.4375,0.0,0.0,0.0,4.965068306494546e-17,0.36975498644372606,0.3535533905932737,0.4330127018922193,0.36975498644372606,5.0,24.0,0.2,RandomForestClassifier,PCA,100,None,Yes,yes,yes,Fz
1.0,1.0,1.0,1.0,0.5625,0.4166666666666666,0.625,0.6875,0.0,0.0,0.0,0.0,0.2420614591379636,0.3535533905932737,0.4841229182759271,0.2997394702070449,5.0,24.0,0.2,AdaBoostClassifier,None,-1,None,Yes,yes,yes,Fz
1.0,1.0,1.0,1.0,0.5625,0.5833333333333333,0.5,0.5625,0.0,0.0,0.0,0.0,0.34798527267687634,0.4330127018922193,0.3535533905932738,0.34798527267687634,5.0,24.0,0.2,AdaBoostClassifier,PCA,100,None,Yes,yes,yes,Fz
1.0,1.0,1.0,1.0,0.375,0.3125,0.625,0.4375,0.0,0.0,0.0,0.0,0.1767766952966369,0.2420614591379636,0.4841229182759271,0.2724311839712921,5.0,24.0,0.2,ExtraTreesClassifier,None,-1,None,Yes,yes,yes,Fz
1.0,1.0,1.0,1.0,0.5625,0.4791666666666666,0.5,0.59375,0.0,0.0,0.0,0.0,0.2072890493972125,0.4034357652299392,0.4330127018922193,0.40864677595693816,5.0,24.0,0.2,ExtraTreesClassifier,PCA,100,None,Yes,yes,yes,Fz
1.0,1.0,1.0,1.0,0.625,0.625,0.75,0.5,0.0,0.0,0.0,0.0,0.1767766952966369,0.33071891388307384,0.3535533905932738,0.30618621784789724,5.0,24.0,0.2,GradientBoostingClassifier,None,-1,None,Yes,yes,yes,Fz
1.0,1.0,1.0,1.0,0.4375,0.4583333333333333,0.375,0.3125,0.0,0.0,0.0,0.0,0.2420614591379636,0.36084391824351614,0.21650635094610965,0.3247595264191645,5.0,24.0,0.2,GradientBoostingClassifier,PCA,100,None,Yes,yes,yes,Fz
1.0,1.0,1.0,1.0,0.6875,0.6666666666666666,0.75,0.75,0.0,0.0,0.0,0.0,0.16535945694153692,0.3227486121839514,0.3535533905932738,0.33071891388307384,5.0,24.0,0.2,XGBClassifier,None,-1,None,Yes,yes,yes,Fz
0.9833333333333332,1.0,0.9666666666666668,0.9944444444444444,0.4375,0.25,0.375,0.4375,0.03333333333333335,0.0,0.06666666666666665,0.011111111111111072,0.2420614591379636,0.2763853991962833,0.414578098794425,0.2724311839712921,5.0,24.0,0.2,XGBClassifier,PCA,100,None,Yes,yes,yes,Fz
0.8095238095238095,0.9314285714285712,0.6809523809523811,0.8886621315192744,0.8125,0.75,0.625,0.875,0.049372479412685036,0.08590455073355947,0.11428571428571427,0.05826892314101707,0.2072890493972125,0.4330127018922193,0.414578098794425,0.33071891388307384,5.0,24.0,0.2,KNeighborsClassifier,None,-1,None,Yes,yes,yes,Fz
0.8095238095238095,0.9314285714285712,0.6809523809523811,0.8886621315192744,0.8125,0.75,0.625,0.875,0.049372479412685036,0.08590455073355947,0.11428571428571427,0.05826892314101707,0.2072890493972125,0.4330127018922193,0.414578098794425,0.33071891388307384,5.0,24.0,0.2,KNeighborsClassifier,PCA,100,None,Yes,yes,yes,Fz
0.9857142857142858,0.975,1.0,0.9857142857142858,0.625,0.4583333333333333,0.625,0.625,0.028571428571428564,0.05,0.0,0.028571428571428564,0.2795084971874737,0.3703414340548162,0.4841229182759271,0.2795084971874737,5.0,24.0,0.2,GaussianNB,None,-1,None,Yes,yes,yes,Fz
1.0,1.0,1.0,1.0,0.5625,0.35416666666666663,0.5,0.75,0.0,0.0,0.0,0.0,0.10825317547305482,0.2818281095514309,0.4330127018922193,0.25,5.0,24.0,0.2,GaussianNB,PCA,100,None,Yes,yes,yes,Fz
1.0,1.0,1.0,1.0,0.5,0.4375,0.75,0.8125,0.0,0.0,0.0,0.0,0.0,0.16535945694153692,0.3535533905932738,0.3247595264191645,5.0,24.0,0.2,Stacking,None,-1,None,Yes,yes,yes,Fz
1.0,1.0,1.0,1.0,0.5,0.5625,0.625,0.6875,0.0,0.0,0.0,0.0,0.2795084971874737,0.3220755173695897,0.33071891388307384,0.40983990776887497,5.0,24.0,0.2,Stacking,None,-1,None,Yes,yes,yes,Fz
